Identificador;Fecha reporte;Localidad;Barrio;Upz;Dirección;Tipo de afectación
5395609;27/04/2022;2 Chapinero;LAGO GAITAN;97 - CHICO LAGO;KR 15 80 61;Caida de árbol
5395608;27/04/2022;2 Chapinero;ANTIGUO COUNTRY;97 - CHICO LAGO;CL 85 16 07;Escape de gas - Daño en redes domiciliarias de servicio públicos gas
5395607;27/04/2022;12 Barrios Unidos;PARQUE POPULAR SALITRE;103 - PARQUE SALITRE;KR 68 63;Encharcamiento
5395606;27/04/2022;1 UsaquÃ©n;LOS CEDROS;13 - LOS CEDROS;CL 137 21 22;Daño en redes de servicio públicos acueducto
5395605;27/04/2022;1 UsaquÃ©n;SANTA ANA ORIENTAL;14 - USAQUEN;CL 109 5 51;Animales Peligrosos
5395604;27/04/2022;19 Ciudad BolÃ­var;LUCERO DEL SUR;67 - LUCERO;KR 17M 69B SUR 0;Daño en redes de servicio públicos alcantarillado
5395603;27/04/2022;3 Santa Fe;GIRARDOT;96 - LOURDES;CL 2 2C 11;Animales Peligrosos
5395602;27/04/2022;8 Kennedy;CIUDAD TECHO;46 - CASTILLA;KR 80 8 11;Rescate en Espacios Confinados - En Ascensores
5395601;27/04/2022;8 Kennedy;MANDALAY II;44 - AMERICAS;CL 6 78 55;Rescate en Espacios Confinados - En Ascensores
5395600;27/04/2022;15 Antonio NariÃ±o;CIUDAD JARDIN SUR;35 - CIUDAD JARDIN;CL 18A SUR 10A 90;Daño en redes de servicio públicos acueducto
5395598;27/04/2022;4 San Cristobal;EL TENDERO;33 - SOSIEGO;KR 7A 7 SUR 40;Daño en redes de servicio públicos acueducto
5395597;27/04/2022;8 Kennedy;EL PATIO III SECTOR;82 - PATIO BONITO;KR 88 0 51;Daño en redes de servicio públicos acueducto
5395596;27/04/2022;10 Engativa;LOS CEREZOS;29 - MINUTO DE DIOS;KR 89A 86 62;Daño en redes de servicio públicos acueducto
5395595;27/04/2022;2 Chapinero;MARLY;99 - CHAPINERO;AK 14 45 0;Derrame de aceite o gasolina en vía pública
5395594;27/04/2022;11 Suba;CONEJERA;71 - TIBABUYES;KR 145 144C 51;Daño en redes de servicio públicos acueducto
5395593;27/04/2022;4 San Cristobal;RAMAJAL;32 - SAN BLAS;KR 9B ESTE 31 SUR 55;Fenómeno de Remoción en Masa
5395592;27/04/2022;12 Barrios Unidos;LA PAZ;98 - LOS ALCAZARES;KR 28 67 14;Incendio Estructuras
5395591;27/04/2022;4 San Cristobal;SAN JACINTO;51 - LOS LIBERTADORES;CL 46C SUR 4 ESTE 0;Daño en redes de servicio públicos acueducto
5395590;27/04/2022;9 FontibÃ³n;SANTANDER;75 - FONTIBON;CL 22H BIS 98A 56;Daño en redes de servicio públicos gas
5395589;27/04/2022;11 Suba;PRADO VERANIEGO;19 - EL PRADO;KR 50 134 50;Conato de incendio
5395588;27/04/2022;11 Suba;PUENTE LARGO;20 - LA ALHAMBRA;CL 113 56 24;Daño en redes de servicio públicos acueducto
5395746;28/04/2022;8 Kennedy;SAN ANDRES;45 - CARVAJAL;KR 68B 43D SUR 7;Daño en redes de servicio públicos acueducto
5395745;28/04/2022;4 San Cristobal;LAS GUACAMAYAS;50 - LA GLORIA;KR 3 39B SUR 3;Incendio Vehicular
5395744;28/04/2022;19 Ciudad BolÃ­var;MEXICO;67 - LUCERO;CL 65 SUR 16B 14;Daño en redes de servicio públicos energía
5395743;28/04/2022;11 Suba;PRADO VERANIEGO;19 - EL PRADO;CL 134 BIS 50 19;Daño en redes de servicio públicos energía
5395742;28/04/2022;4 San Cristobal;URBANIZACION LAS MERCEDES;32 - SAN BLAS;CL 19 SUR 10F ESTE 6;Daño en redes de servicio públicos gas
5395741;28/04/2022;10 Engativa;LAS MERCEDES;74 - ENGATIVA;KR 108 64D 0;Daño en redes de servicio públicos alcantarillado
5395740;28/04/2022;18 Rafael Uribe Uribe;INGLES;39 - QUIROGA;DG 41A SUR 28A 42;Caida de árbol
5395739;28/04/2022;14 Los MÃ¡rtires;COLSEGUROS;102 - LA SABANA;KR 29A BIS 22C 45;Rescate en Espacios Confinados - En Ascensores
5395738;28/04/2022;9 FontibÃ³n;CIUDAD SALITRE OCCIDENTAL;110 - CIUDAD SALITRE OCCIDENTAL;KR 68C 22B 71;Daño en redes de servicio públicos gas
5395736;28/04/2022;9 FontibÃ³n;ARABIA;75 - FONTIBON;CL 23G BIS A 96F 0;Daño en redes de servicio públicos energía
5395735;28/04/2022;1 UsaquÃ©n;MILLAN;11 - SAN CRISTOBAL NORTE;CL 156 7B 32;Riesgo de colapso estructural
5395734;28/04/2022;8 Kennedy;CIUDAD DEL BOSCO;46 - CASTILLA;KR 80D 10A 30;Daño en redes de servicio públicos alcantarillado
5395733;28/04/2022;8 Kennedy;BAVARIA TECHO III;46 - CASTILLA;KR 78 8A 24;Daño en redes de servicio públicos energía
5395732;28/04/2022;11 Suba;EL SALITRE;27 - SUBA;CL 153 101A 1;Daño en redes de servicio públicos energía
5395731;28/04/2022;11 Suba;TIBABUYES;27 - SUBA;KR 115 146 0;Caida de árbol
5395730;28/04/2022;11 Suba;NIZA;24 - NIZA;KR 70A 123 3;Caida de árbol
5395729;28/04/2022;14 Los MÃ¡rtires;SANTA ISABEL SUR;37 - SANTA ISABEL;CL 1D 27A 5;Daño en redes de servicio públicos gas
5395728;28/04/2022;10 Engativa;LA ESPAÃ‘OLA;29 - MINUTO DE DIOS;CL 80 BIS 83 70;Caida de árbol
5395727;28/04/2022;8 Kennedy;SAN ANDRES;45 - CARVAJAL;CL 43A SUR 68G 33;Caida de árbol
5395726;28/04/2022;10 Engativa;URBANIZACION EL CORTIJO;72 - BOLIVIA;KR 116A 81 84;Caida de árbol
5395725;28/04/2022;12 Barrios Unidos;SAN FERNANDO OCCIDENTAL;22 - DOCE DE OCTUBRE;CL 71 59A 11;Caida de árbol - Pérdida de verticalidad de árbol
5395724;28/04/2022;12 Barrios Unidos;POLO CLUB;98 - LOS ALCAZARES;KR 21 81 50;Caida de árbol
5395723;28/04/2022;10 Engativa;BOSQUES DE MARIANA;73 - GARCES NAVAS;CL 71A 108A 4;Daño en redes de servicio públicos alcantarillado
5395722;28/04/2022;12 Barrios Unidos;METROPOLIS;22 - DOCE DE OCTUBRE;AK 68 75A 30;Conato de incendio
5395721;28/04/2022;19 Ciudad Bolivar;VISTA HERMOSA;N/A;TV 18J BIS A 61 SUR 15;Animales Peligrosos
5395720;28/04/2022;10 Engativa;BONANZA;26 - LAS FERIAS;CL 79B 70 0;Conato de incendio
5395719;28/04/2022;2 Chapinero;BELLAVISTA;88 - EL REFUGIO;KR 2A 72A 95;Caida de árbol
5395718;28/04/2022;1 UsaquÃ©n;LOS CERROS DE SANTA CRIS;11 - SAN CRISTOBAL NORTE;KR 2A 162A 8;Fenómeno de Remoción en Masa
5395717;28/04/2022;18 Rafael Uribe Uribe;LIBERTADOR;39 - QUIROGA;CL 31 SUR 25 65;Quemas
5395716;28/04/2022;19 Ciudad Bolivar;SAN JOAQUIN;N/A;CL 81 SUR 17F 51;Escape de gas - Daño en redes domiciliarias de servicio públicos gas
5395715;28/04/2022;1 UsaquÃ©n;SORATAMA;11 - SAN CRISTOBAL NORTE;KR 1A 166 20;Riesgo de Fenómeno de remoción en masa
5395714;28/04/2022;2 Chapinero;ANTIGUO COUNTRY;97 - CHICO LAGO;KR 19C 86 30;Caida de árbol
5395713;28/04/2022;12 Barrios Unidos;EL ROSARIO;103 - PARQUE SALITRE;CL 63 45 10;Caida de árbol
5395711;28/04/2022;1 UsaquÃ©n;TORCA;N/A;KR 7 241 45;Caida de árbol
5395710;28/04/2022;1 UsaquÃ©n;NUEVO CONTRY;13 - LOS CEDROS;KR 13 135 0;Caida de árbol
5395709;28/04/2022;11 Suba;LOMBARDIA;28 - EL RINCON;CL 142C BIS 111B;Caida de árbol
5395708;28/04/2022;19 Ciudad BolÃ­var;EL TESORO;N/A;CL 81G SUR 19 17;Fenómeno de Remoción en Masa
5395707;28/04/2022;9 FontibÃ³n;EL TINTAL A.S.D.;112 - GRANJAS DE TECHO;KR 89 17B 2;Caida de árbol - Pérdida de verticalidad de árbol
5395706;28/04/2022;3 Santa Fe;LA VERACRUZ;93 - LAS NIEVES;KR 5 15 35;Caida de árbol
5395705;28/04/2022;16 Puente Aranda;AUTOPISTA MUZU 0RIENTAL;41 - MUZU;CL 34 SUR 35 BIS 09;Caida de árbol
5395704;28/04/2022;1 UsaquÃ©n;MARANTA III SECTOR;9 - VERBENAL;CL 187 19 19A;Caida de árbol
5395703;28/04/2022;10 Engativa;AFIDRO;29 - MINUTO DE DIOS;CL 80 78 88;Caida de árbol
5395702;28/04/2022;2 Chapinero;LOS ROSALES;88 - EL REFUGIO;CL 83 5 57;Caida de árbol
5395701;28/04/2022;11 Suba;MIRANDELA;17 - SAN JOSE DE BAVARIA;CL 189 46 10;Caida de árbol
5395700;28/04/2022;1 UsaquÃ©n;PORTALES CONTRY;15 - COUNTRY CLUB;CL 127C 9A 3;Caida de árbol
5395699;28/04/2022;13 Teusaquillo;BANCO CENTRAL;100 - GALERIAS;CL 52 17 28;Rescate en Espacios Confinados - En Ascensores
5395698;28/04/2022;4 San Cristobal;LA COLMENA;50 - LA GLORIA;CL 37 SUR 1 21 ESTE;Caida de árbol
5395697;28/04/2022;9 FontibÃ³n;MONTEVIDEO;112 - GRANJAS DE TECHO;CL 20 68A 06;Desorden Civil
5395696;28/04/2022;4 San Cristobal;NUEVA ESPAÃ‘A;32 - SAN BLAS;CL 38 SUR 10 ESTE 17;Daño en redes de servicio públicos acueducto
5395695;28/04/2022;1 UsaquÃ©n;ACACIAS USAQUEN;13 - LOS CEDROS;CL 145A 12 20;Caida de árbol
5395694;28/04/2022;7 Bosa;SAN BERNARDINO XIX;84 - BOSA OCCIDENTAL;KR 88G 74A SUR 12;Daño en redes de servicio públicos gas
5395693;28/04/2022;11 Suba;NUEVA ZELANDIA;17 - SAN JOSE DE BAVARIA;CL 176 54 15;Incendio Estructuras
5395692;28/04/2022;19 Ciudad Bolivar;EL MOCHUELO;N/A;AC 71 SUR 15 0;Accidente de tránsito
5395691;28/04/2022;11 Suba;LA TOSCANA;71 - TIBABUYES;CL 136A 136 12;Caida de árbol
5395690;28/04/2022;2 Chapinero;LOS ROSALES;88 - EL REFUGIO;KR 2 ESTE 77 0(91);Fenómeno de Remoción en Masa
5395689;28/04/2022;9 Fontibon;INTERINDUSTRIAL;N/A;AC 17 78G 45;Daño en redes de servicio públicos energía
5395797;29/04/2022;7 Bosa;SAN JOSE;85 - BOSA CENTRAL;CL 86 SUR 77L 49;Quemas - Basuras
5395796;29/04/2022;1 UsaquÃ©n;BARRANCAS NORTE;11 - SAN CRISTOBAL NORTE;KR 8F 160 19;Daño en redes de servicio públicos gas
5395795;29/04/2022;12 Barrios Unidos;RIONEGRO;21 - LOS ANDES;KR 58 92 42;Daño en redes de servicio públicos energía
5395794;29/04/2022;19 Ciudad BolÃ­var;EL TESORO;68 - EL TESORO;KR 19 83C SUR 54;Daño en redes de servicio públicos gas
5395793;29/04/2022;11 Suba;URBANIZACION TIBABUYES UNIVERSAL;71 - TIBABUYES;CL 139 127 0;Caida de árbol
5395792;29/04/2022;7 Bosa;SAN BERNARDINO XVIII;84 - BOSA OCCIDENTAL;KR 88H 80 SUR 38;Conato de incendio
5395791;29/04/2022;9 FontibÃ³n;VILLA BEATRIZ;75 - FONTIBON;CL 23I BIS A 103 19;Daño en redes de servicio públicos gas
5395790;29/04/2022;19 Ciudad BolÃ­var;EL TESORO;68 - EL TESORO;KR 18Q 82 SUR 76;Fenómeno de Remoción en Masa
5395788;29/04/2022;10 Engativa;BOLIVIA;72 - BOLIVIA;KR 109A 83 50;Caida de árbol - Caída de ramas
5395787;29/04/2022;13 Teusaquillo;BANCO CENTRAL;100 - GALERIAS;CL 56 19 36;Caida de árbol
5395786;29/04/2022;13 Teusaquillo;PARQUE SIMON BOLIVAR;104 - PARQUE SIMON BOLIVAR - CAN;KR 60 57 1;Caida de árbol
5395785;29/04/2022;10 Engativa;EL DORADO;73 - GARCES NAVAS;KR 116 77 65;Rescate en Espacios Confinados - En Ascensores
5395784;29/04/2022;10 Engativa;EL LAUREL;26 - LAS FERIAS;CL 68B BIS 70C 71;Conato de incendio
5395783;29/04/2022;12 Barrios Unidos;ALCAZARES;98 - LOS ALCAZARES;CL 70 27 B;Daño en redes de servicio públicos de teléfono
5395782;29/04/2022;2 Chapinero;CHICO;97 - CHICO LAGO;KR 18 88 00;Caida de árbol
5395781;29/04/2022;18 Rafael Uribe Uribe;LA RESURECCION;N/A;DG 46 B SUR 13;Daño en redes de servicio públicos de teléfono
5395780;29/04/2022;16 Puente Aranda;SAN FRANCISCO;43 - SAN RAFAEL;DG 5F BIS A 47 81;Caida de árbol
5395779;29/04/2022;15 Antonio NariÃ±o;SANTANDER SUR;38 - RESTREPO;KR 30 27 SUR 0;Conato de incendio
5395778;29/04/2022;5 Usme;EL UVAL I;59 - ALFONSO LOPEZ;KR 8A BIS ESTE 109 SUR 25;Conato de incendio
5395775;29/04/2022;2 Chapinero;LOS ROSALES;88 - EL REFUGIO;KR 4 81 28;Caida de árbol - Pérdida de verticalidad de árbol
5395774;29/04/2022;1 UsaquÃ©n;SANTA BARBARA OCCIDENTAL;16 - SANTA BARBARA;AK 45 122 0;Incendio Vehicular
5395773;29/04/2022;11 Suba;SAN JOSE DEL PRADO;24 - NIZA;KR 55A 134A 85;Daño en redes de servicio públicos gas
5395772;29/04/2022;3 Santa Fe;LOURDES;N/A;KM 3 VIA CHOACHI;Caida de árbol
5395771;29/04/2022;2 Chapinero;BELLAVISTA;88 - EL REFUGIO;KR 2A 72A 50;Caida de árbol
5395770;29/04/2022;4 San Cristobal;A.S.D.;32 - SAN BLAS;KR 11A ESTE 36I SUR 02;Fenómeno de Remoción en Masa
5395769;29/04/2022;12 Barrios Unidos;POPULAR MODELO;22 - DOCE DE OCTUBRE;KR 54 64A 75;Caida de árbol
5395768;29/04/2022;1 UsaquÃ©n;EL CONTADOR;13 - LOS CEDROS;KR 16 135 32;Caida de árbol - Caída de ramas
5395767;29/04/2022;13 Teusaquillo;SAN LUIS;100 - GALERIAS;DG 59 24A 21;Daño o falla estructural
5395766;29/04/2022;19 Ciudad BolÃ­var;EL PARAISO;67 - LUCERO;CL 71I SUR 27J 3;Daño en redes de servicio públicos acueducto
5395765;29/04/2022;2 Chapinero;BELLAVISTA;88 - EL REFUGIO;CL 74 3 36;Daño en redes de servicio públicos energía
5395764;29/04/2022;12 Barrios Unidos;RAFAEL URIBE;98 - LOS ALCAZARES;KR 20 67 95;Daño en redes de servicio públicos de teléfono
5395763;29/04/2022;13 Teusaquillo;PARQUE SIMON BOLIVAR;104 - PARQUE SIMON BOLIVAR - CAN;AK 68 53;Caida de árbol
5395762;29/04/2022;19 Ciudad BolÃ­var;ARBORIZADORA ALTA;70 - JERUSALEM;KR 37 69H SUR 4;Caida de árbol
5395760;29/04/2022;4 San Cristobal;BELLO HORIZONTE;34 - 20 DE JULIO;CL 31D BIS SUR 2 ESTE 55;Animales Peligrosos
5395759;29/04/2022;7 Bosa;EL CORZO;86 - EL PORVENIR;KR 98A BIS 55A SUR 17;Animales Peligrosos
5395758;29/04/2022;11 Suba;LA CHUCUA;28 - EL RINCON;CL 137A 98C 22;Caida de árbol
5395757;29/04/2022;4 San Cristobal;BUENOS AIRES;33 - SOSIEGO;KR 1C ESTE 6C SUR 85;Derrame de sustancias químicas peligrosas
5395756;29/04/2022;18 Rafael Uribe Uribe;QUIROGA CENTRAL;39 - QUIROGA;CL 34 SUR 18B 0;Daño en redes de servicio públicos energía
5395755;29/04/2022;11 Suba;VILLA CINDY;71 - TIBABUYES;CL 136F 157 58;Daño en redes de servicio públicos gas
5395754;29/04/2022;11 Suba;POTOSI;25 - LA FLORESTA;CL 116 70C 4;Daño en redes de servicio públicos acueducto
5395753;29/04/2022;8 Kennedy;MARSELLA;113 - BAVARIA;KR 69 7A 32;Caida de árbol
5395752;29/04/2022;16 Puente Aranda;MILENTA;43 - SAN RAFAEL;CL 14 SUR 63 24;Daño en redes de servicio públicos gas
5395751;29/04/2022;8 Kennedy;CALANDAIMA;79 - CALANDAIMA;CL 34 SUR 93 49;Daño en redes de servicio públicos energía
5395750;29/04/2022;1 UsaquÃ©n;LAS MARGARITAS;13 - LOS CEDROS;KR 45 150 0;Animales Peligrosos
5395749;29/04/2022;4 San Cristobal;RAMAJAL;32 - SAN BLAS;KR 9B ESTE 31 SUR 55;Caida de árbol
5395748;29/04/2022;4 San Cristobal;SAN CRISTOBAL;N/A;CL 13 SUR 1 ESTE 15;Daño en redes de servicio públicos acueducto
5395747;29/04/2022;11 Suba;WALESSA;28 - EL RINCON;DG 127 BIS 91 61;Quemas - Basuras
5395915;30/04/2022;18 Rafael Uribe Uribe;SANTIAGO PEREZ;N/A;AC 22 SUR 25 75;Daño en redes de servicio públicos gas
5395914;30/04/2022;11 Suba;PORTALES DEL NORTE;18 - BRITALIA;KR 62 164 40;Daño en redes de servicio públicos acueducto
5395913;30/04/2022;2 Chapinero;SUCRE;99 - CHAPINERO;CL 41 8 0;Caida de árbol
5395912;30/04/2022;2 Chapinero;SAN LUIS - ALTOS DEL CABO;89 - SAN ISIDRO - PATIOS;KR 5 ESTE 96;Quemas
5395911;30/04/2022;2 Chapinero;BOSQUE CALDERON;90 - PARDO RUBIO;KR 6 54 0;Caida de árbol
5395910;30/04/2022;11 Suba;LISBOA;71 - TIBABUYES;CL 132 BIS 150;Caida de árbol - Pérdida de verticalidad de árbol
5395909;30/04/2022;2 Chapinero;CATALUNA;99 - CHAPINERO;KR 5A 39 0;Caida de árbol
5395908;30/04/2022;11 Suba;PUENTE LARGO;20 - LA ALHAMBRA;TV 59 104B 8;Caida de árbol
5395907;30/04/2022;3 Santa Fe;LAS NIEVES;93 - LAS NIEVES;CL 19 4 0;Caida de árbol - Pérdida de verticalidad de árbol
5395906;30/04/2022;10 Engativa;JARDIN BOTANICO;105 - JARDIN BOTANICO;CL 53 66B;Caida de árbol - Pérdida de verticalidad de árbol
5395905;30/04/2022;13 Teusaquillo;LA MAGDALENA;101 - TEUSAQUILLO;DG 40A 16;Caida de árbol
5395904;30/04/2022;3 Santa Fe;VITELMA;32 - SAN BLAS;KR 8 ESTE 6 SUR 21;Caida de árbol
5395903;30/04/2022;4 San Cristobal;EL TRIANGULO;N/A;CL 23 SUR 16D ESTE 10;Caida de árbol
5395902;30/04/2022;4 San Cristobal;CERROS SAN VICENTE;32 - SAN BLAS;CL 35 SUR 8F 39 ESTE;Caida de árbol - Caída de ramas
5395901;30/04/2022;2 Chapinero;EL REFUGIO;88 - EL REFUGIO;AK 6 88 0;Caida de árbol - Caída de ramas
5395900;30/04/2022;19 Ciudad BolÃ­var;EL PORVENIR;85 - BOSA CENTRAL;AK 77G 59 SUR 0;Conato de incendio
5395899;30/04/2022;2 Chapinero;LOS ROSALES;88 - EL REFUGIO;KR 2 ESTE 77 0;Caida de árbol
5395898;30/04/2022;2 Chapinero;SAN MARTIN DE PORRES I Y II;90 - PARDO RUBIO;CL 42 7A ESTE 29;Caida de árbol
5395897;30/04/2022;2 Chapinero;PARDO RUBIO;90 - PARDO RUBIO;CL 53 3 27;Caida de árbol
5395896;30/04/2022;3 Santa Fe;LOURDES;94 - LA CANDELARIA;CL 4 2 ESTE 28;Caida de árbol
5395895;30/04/2022;17 La Candelaria;EGIPTO;N/A;AV 6 1 ESTE 23;Caida de árbol
5395894;30/04/2022;3 Santa Fe;VITELMA;32 - SAN BLAS;KR 3 ESTE 6 SUR 44;Caida de árbol
5395893;30/04/2022;4 San Cristobal;MONTEBELLO;34 - 20 DE JULIO;TV 1A 26 SUR 38;Caida de árbol
5395892;30/04/2022;4 San Cristobal;VELODROMO;33 - SOSIEGO;CL 17A SUR 5 83;Caida de árbol
5395891;30/04/2022;17 La Candelaria;LA CATEDRAL;94 - LA CANDELARIA;KR 7 11 0;Caida de árbol
5395890;30/04/2022;17 La Candelaria;SANTA BARBARA;94 - LA CANDELARIA;CL 6B 7 59;Daño o falla estructural - Caída de elementos por vendaval
5395888;30/04/2022;2 Chapinero;BELLAVISTA;88 - EL REFUGIO;KR 2A 72A 50;Caida de árbol
5395887;30/04/2022;3 Santa Fe;LA MACARENA;92 - LA MACARENA;CL 27 3A 3;Caida de árbol
5395886;30/04/2022;13 Teusaquillo;LA MAGDALENA;101 - TEUSAQUILLO;Kr 18 # 38-45;Caida de árbol
5395885;30/04/2022;2 Chapinero;BOSQUE CALDERON;90 - PARDO RUBIO;KR 6 54A 31;Caida de árbol
5395884;30/04/2022;2 Chapinero;BELLAVISTA;88 - EL REFUGIO;KR 1 ESTE 74 14;Caida de árbol
5395883;30/04/2022;4 San Cristobal;SAN VICENTE;32 - SAN BLAS;CL 36K SUR 4 ESTE 50;Caida de árbol
5395881;30/04/2022;13 Teusaquillo;LA SOLEDAD;101 - TEUSAQUILLO;KR 24 37 10;Caida de árbol - Caída de ramas
5395880;30/04/2022;3 Santa Fe;JULIO CESAR TURBAY;96 - LOURDES;CL 9 BIS 5B ESTE 31;Caida de árbol
5395879;30/04/2022;19 Ciudad BolÃ­var;ARBORIZADORA ALTA;70 - JERUSALEM;CL 75A SUR 33 65;Caida de árbol - Caída de ramas
5395878;30/04/2022;2 Chapinero;MARIA CRISTINA;90 - PARDO RUBIO;KR 1 BIS 65B 0;Caida de árbol
5395877;30/04/2022;1 UsaquÃ©n;CEDRITOS;13 - LOS CEDROS;KR 13 138 41;Caida de árbol
5395876;30/04/2022;4 San Cristobal;MONTEBELLO;34 - 20 DE JULIO;TV 1A 26 SUR 30;Caida de árbol
5395875;30/04/2022;3 Santa Fe;LA MACARENA;N/A;DG 27 3A 3;Caida de árbol
5395874;30/04/2022;3 Santa Fe;LA MACARENA;92 - LA MACARENA;KR 5 26B;Caida de árbol
5395873;30/04/2022;4 San Cristobal;LOS LIBERTADORES EL TESORO;51 - LOS LIBERTADORES;KR 9A ESTE 56 SUR 22;Daño o falla estructural - Caída de elementos por vendaval
5395872;30/04/2022;2 Chapinero;CHICO NORTE II;97 - CHICO LAGO;CL 97A 7A 6;Caida de árbol
5395871;30/04/2022;4 San Cristobal;URBANIZACION SIDEL;32 - SAN BLAS;KR 8B ESTE 30B SUR 62;Caida de árbol
5395870;30/04/2022;2 Chapinero;CHICO NORTE;97 - CHICO LAGO;KR 11 94 5;Caida de árbol
5395869;30/04/2022;2 Chapinero;PARDO RUBIO NOROCCIDENTAL;90 - PARDO RUBIO;KR 3 ESTE 47A 15;Caida de árbol
5395868;30/04/2022;3 Santa Fe;LAS AGUAS;92 - LA MACARENA;KR 1 20 53;Caida de árbol
5395867;30/04/2022;2 Chapinero;CHICO NORTE II;97 - CHICO LAGO;CL 98 7A 0;Caida de árbol
5395866;30/04/2022;3 Santa Fe;LOURDES;N/A;KR 3A 2 ESTE 28;Caida de árbol
5395865;30/04/2022;2 Chapinero;EL NOGAL;88 - EL REFUGIO;CL 81 8 8;Caida de árbol
5395864;30/04/2022;2 Chapinero;PARDO RUBIO NOROCCIDENTAL;90 - PARDO RUBIO;TV 1 ESTE 49 49;Caida de árbol
5395863;30/04/2022;3 Santa Fe;VIA BOGOTA CHOACHI;N/A;VIA BOGOTA CHOACHI KM 3 Y 4;Caida de árbol
5395862;30/04/2022;1 UsaquÃ©n;LA LIBERIA;12 - TOBERIN;CL 155 14 80;Caida de árbol
5395861;30/04/2022;2 Chapinero;CHICO;97 - CHICO LAGO;KR 17 90 50;Caida de árbol
5395860;30/04/2022;13 Teusaquillo;LA MAGDALENA;101 - TEUSAQUILLO;KR 17 38 16;Caida de árbol
5395859;30/04/2022;13 Teusaquillo;LA MAGDALENA;1 Paseo de los Libertadores;AC 34 28A 0;Caida de árbol
5395858;30/04/2022;4 San Cristobal;MONTEBELLO;34 - 20 DE JULIO;TV 1 25 SUR 0;Caida de árbol - Pérdida de verticalidad de árbol
5395857;30/04/2022;4 San Cristobal;MACARENA LOS ALPES;32 - SAN BLAS;TV 12 ESTE 36C SUR 19;Daño o falla estructural - Caída de elementos por vendaval
5395856;30/04/2022;3 Santa Fe;LA MACARENA;92 - LA MACARENA;KR 3A 30 10;Caida de árbol
5395855;30/04/2022;13 Teusaquillo;LA MAGDALENA;101 - TEUSAQUILLO;DG 40A 16 0;Caida de árbol
5395854;30/04/2022;4 San Cristobal;MODELO SUR;33 - SOSIEGO;AK 10 1 SUR 66;Caida de árbol
5395853;30/04/2022;4 San Cristobal;LA GLORIA;50 - LA GLORIA;CL 43 SUR 9 ESTE 15;Caida de árbol
5395852;30/04/2022;4 San Cristobal;ALTOS DEL ZUQUE;50 - LA GLORIA;CL 46H SUR 17 ESTE 3;Vendaval
5395851;30/04/2022;3 Santa Fe;LAS NIEVES;93 - LAS NIEVES;CL 19 4 00;Caida de árbol
5395850;30/04/2022;3 Santa Fe;SAMPER;91 - SAGRADO CORAZON;KR 13A 31 17;Caida de árbol
5395849;30/04/2022;2 Chapinero;LOS ROSALES;88 - EL REFUGIO;CL 76 2 ESTE 68;Caida de árbol
5395848;30/04/2022;14 Los MÃ¡rtires;RICAURTE;102 - LA SABANA;KR 27 9 18;Conato de incendio
5395847;30/04/2022;3 Santa Fe;EL DORADO;96 - LOURDES;KR 8 ESTE 1B 81;Caida de árbol
5395846;30/04/2022;4 San Cristobal;SAN VICENTE;32 - SAN BLAS;KR 5A ESTE 31C SUR 77;Daño o falla estructural
5395845;30/04/2022;2 Chapinero;INGEMAR;90 - PARDO RUBIO;TV 1A 57 30;Caida de árbol
5395844;30/04/2022;5 Usme;ALFONSO LOPEZ;59 - ALFONSO LOPEZ;DG 100A SUR 6F ESTE 31;Vendaval
5395843;30/04/2022;4 San Cristobal;CERROS SAN VICENTE;N/A;CL 45 SUR 8F ESTE 39;Caida de árbol
5395842;30/04/2022;2 Chapinero;CHICO;97 - CHICO LAGO;KR 17 90 50;Caida de árbol
5395841;30/04/2022;2 Chapinero;CHICO NORTE II;88 - EL REFUGIO;KR 7A 97A 00;Caida de árbol
5395840;30/04/2022;1 UsaquÃ©n;SANTA ANA OCCIDENTAL;14 - USAQUEN;CL 107A 7C 49;Caida de árbol
5395839;30/04/2022;4 San Cristobal;ATENAS;34 - 20 DE JULIO;KR 4 ESTE 36H SUR 93;Vendaval
5395838;30/04/2022;3 Santa Fe;SAN BERNARDO;95 - LAS CRUCES;KR 14 1 42;Caida de árbol
5395837;30/04/2022;13 Teusaquillo;SANTA TERESITA;101 - TEUSAQUILLO;AK 14 42 01;Caida de árbol
5395836;30/04/2022;8 Kennedy;URBANIZACION CARVAJAL;45 - CARVAJAL;CL 26 SUR 68I 1;Caida de árbol
5395835;30/04/2022;12 Barrios Unidos;CONCEPCION NORTE;98 - LOS ALCAZARES;KR 14 70 1;Caida de árbol
5395834;30/04/2022;4 San Cristobal;GRANADA SUR;34 - 20 DE JULIO;CUADRA CL 24 SUR 1 ESTE 0;Caida de árbol - Pérdida de verticalidad de árbol
5395833;30/04/2022;5 Usme;N.N;61 - CIUDAD USME;KR 14I 136 SUR 75;Vendaval
5395832;30/04/2022;4 San Cristobal;URBANIZACION LAS MERCEDES;32 - SAN BLAS;CL 19 SUR 11A ESTE 10;Caida de árbol - Pérdida de verticalidad de árbol
5395831;30/04/2022;17 La Candelaria;BELEN;94 - LA CANDELARIA;KR 1 ESTE 6D 69;Caida de árbol - Pérdida de verticalidad de árbol
5395830;30/04/2022;4 San Cristobal;IGLESIA SAN DIONISIO;N/A;CL 33G SUR 2 ESTE 88;Caida de árbol
5395829;30/04/2022;13 Teusaquillo;PAULO VI;106 - LA ESMERALDA;CUADRA AK 60 53 0;Caida de árbol
